1,10,20,10,20,1
1,10,20,10,20,1,1.5025231838226318,1
1,10,20,10,20,1,11.503676652908325,2
1,10,20,10,20,1,21.678333282470703,3
2,10,80,11,30,1
2,10,80,11,30,1,31.612985849380493,1
3,20,80,12,40,1
1,10,20,10,20,1
1,10,20,10,20,1,1.6350250244140625,1
1,10,20,10,20,1,11.688679456710815,2
1,10,20,10,20,1,22.23384165763855,3
2,10,80,11,30,1
2,10,80,11,30,1,32.02249217033386,1
3,20,80,12,40,1
3,20,80,12,40,1,42.35215091705322,1
4,20,20,13,50,1
4,20,20,13,50,1,51.906797647476196,1
4,20,20,13,50,1,62.17045521736145,2
4,20,20,13,50,1,71.57009983062744,3
4,20,20,13,50,1,81.88475823402405,4
4,20,20,13,50,1,92.17091631889343,5
4,20,20,13,50,1,101.76555609703064,6
4,20,20,13,50,1,111.86419439315796,7
4,20,20,13,50,1,121.78984689712524,8
4,20,20,13,50,1,131.70799922943115,9
4,20,20,13,50,1,143.12617468833923,10
4,20,20,13,50,1,151.8198082447052,11
4,20,20,13,50,1,161.89846324920654,12
4,20,20,13,50,1,171.60561227798462,13
4,20,20,13,50,1,182.57378101348877,14
4,20,20,13,50,1,192.43743252754211,15
4,20,20,13,50,1,203.16209745407104,16
4,20,20,13,50,1,212.11673498153687,17
4,20,20,13,50,1,222.6138961315155,18
4,20,20,13,50,1,232.33604550361633,19
4,20,20,13,50,1,242.28719854354858,20
4,20,20,13,50,1,251.89384627342224,21
4,20,20,13,50,1,262.1780045032501,22
4,20,20,13,50,1,271.91665410995483,23
4,20,20,13,50,1,281.96380853652954,24
4,20,20,13,50,1,292.27846693992615,25
4,20,20,13,50,1,302.1746189594269,26
4,20,20,13,50,1,312.26927423477173,27
4,20,20,13,50,1,321.9919240474701,28
4,20,20,13,50,1,332.11557936668396,29
4,20,20,13,50,1,342.2767355442047,30
4,20,20,13,50,1,352.2763891220093,31
4,20,20,13,50,1,361.6420331001282,32
4,20,20,13,50,1,371.8676905632019,33
4,20,20,13,50,1,381.7123417854309,34
4,20,20,13,50,1,391.7909965515137,35
4,20,20,13,50,1,401.83064341545105,36
4,20,20,13,50,1,411.9452986717224,37
4,20,20,13,50,1,421.9864456653595,38
4,20,20,13,50,1,431.90858602523804,39
4,20,20,13,50,1,441.8557388782501,40
4,20,20,13,50,1,451.54388785362244,41
4,20,20,13,50,1,461.9645481109619,42
4,20,20,13,50,1,472.06570315361023,43
4,20,20,13,50,1,482.09985756874084,44
4,20,20,13,50,1,500.49714040756226,45
4,20,20,13,50,1,502.07966470718384,46
4,20,20,13,50,1,516.6783895492554,47
4,20,20,13,50,1,521.4569630622864,48
4,20,20,13,50,1,531.8616228103638,49
4,20,20,13,50,1,541.7102742195129,50
4,20,20,13,50,1,552.03493309021,51
4,20,20,13,50,1,561.9715857505798,52
4,20,20,13,50,1,572.3672456741333,53
4,20,20,13,50,1,581.5548868179321,54
4,20,20,13,50,1,591.857045173645,55
4,20,20,13,50,1,611.1168415546417,56
4,20,20,13,50,1,611.999354839325,57
4,20,20,13,50,1,653.1139867305756,58
4,20,20,13,50,1,654.1140022277832,59
4,20,20,13,50,1,664.0451545715332,60
4,20,20,13,50,1,680.4924073219299,61
4,20,20,13,50,1,683.8449590206146,62
4,20,20,13,50,1,693.83460521698,63
4,20,20,13,50,1,703.511753320694,64
4,20,20,13,50,1,713.9424135684967,65
4,20,20,13,50,1,723.864066362381,66
4,20,20,13,50,1,734.1657207012177,67
4,20,20,13,50,1,743.8288691043854,68
4,20,20,13,50,1,753.8525230884552,69
4,20,20,13,50,1,763.8786768913269,70
4,20,20,13,50,1,773.815824508667,71
4,20,20,13,50,1,784.144483089447,72
4,20,20,13,50,1,796.7541553974152,73
4,20,20,13,50,1,803.574257850647,74
4,20,20,13,50,1,12096.269067525864,75
4,20,20,13,50,1,12096.936576128006,76
4,20,20,13,50,1,12107.020731449127,77
4,20,20,13,50,1,12117.094386100769,78
4,20,20,13,50,1,12127.018030881882,79
4,20,20,13,50,1,12139.726725816727,80
4,20,20,13,50,1,12173.204228878021,81
4,20,20,13,50,1,12173.917739868164,82
4,20,20,13,50,1,12183.921393632889,83
4,20,20,13,50,1,12193.938047409058,84
4,20,20,13,50,1,12203.855200052261,85
4,20,20,13,50,1,12213.746351957321,86
4,20,20,13,50,1,12223.904007196426,87
4,20,20,13,50,1,12233.85515999794,88
4,20,20,13,50,1,12243.856313705444,89
4,20,20,13,50,1,12254.12247133255,90
4,20,20,13,50,1,12264.697133779526,91
4,20,20,13,50,1,12274.679287195206,92
4,20,20,13,50,1,12284.190433502197,93
4,20,20,13,50,1,12293.886582374573,94
4,20,20,13,50,1,12612.320955991745,95
4,20,20,13,50,1,12613.053467035294,96
4,20,20,13,50,1,12623.436626911163,97
4,20,20,13,50,1,12633.326782226562,98
4,20,20,13,50,1,12643.282435178757,99
4,20,20,13,50,1,12653.428591012955,100
4,20,20,13,50,1,12663.16724061966,101
4,20,20,13,50,1,12672.863389730453,102
4,20,20,13,50,1,12683.18404841423,103
4,20,20,13,50,1,12693.458698034286,104
4,20,20,13,50,1,12703.308348417282,105
4,20,20,13,50,1,12712.700482845306,106
4,20,20,13,50,1,12722.61013507843,107
4,20,20,13,50,1,12732.849792480469,108
4,20,20,13,50,1,12743.227952003479,109
4,20,20,13,50,1,12753.117603063583,110
4,20,20,13,50,1,12763.30375957489,111
4,20,20,13,50,1,12773.23541212082,112
4,20,20,13,50,1,12783.321567296982,113
4,20,20,13,50,1,12793.159718513489,114
4,20,20,13,50,1,12810.474484920502,115
4,20,20,13,50,1,12813.432030439377,116
4,20,20,13,50,1,12823.69218802452,117
4,20,20,13,50,1,12832.871829032898,118
4,20,20,13,50,1,12843.051485538483,119
4,20,20,13,50,1,12869.305889129639,120
4,20,20,13,50,1,12870.153402090073,121
4,20,20,13,50,1,12880.2520570755,122
4,20,20,13,50,1,12890.14170908928,123
4,20,20,13,50,1,12900.161363124847,124
4,20,20,13,50,1,12927.936789751053,125
4,20,20,13,50,1,12928.714302062988,126
4,20,20,13,50,1,12939.037960529327,127
4,20,20,13,50,1,12955.032706260681,128
4,20,20,13,50,1,12959.01126742363,129
4,20,20,13,50,1,12968.690916061401,130
4,20,20,13,50,1,12978.853072404861,131
4,20,20,13,50,1,12990.1452460289,132
4,20,20,13,50,1,12998.938878536224,133
4,20,20,13,50,1,13009.727540254593,134
4,20,20,13,50,1,13018.897170305252,135
4,20,20,13,50,1,13029.372831344604,136
4,20,20,13,50,1,13039.41898560524,137
4,20,20,13,50,1,13049.44213962555,138
4,20,20,13,50,1,13059.620795965195,139
4,20,20,13,50,1,13069.355445623398,140
4,20,20,13,50,1,13079.111095666885,141
4,20,20,13,50,1,13089.063248634338,142
4,20,20,13,50,1,13098.994400978088,143
4,20,20,13,50,1,13109.436561584473,144
4,20,20,13,50,1,13118.391199350357,145
4,20,20,13,50,1,13128.720858097076,146
4,20,20,13,50,1,13138.864513874054,147
4,20,20,13,50,1,13148.734165430069,148
4,20,20,13,50,1,13159.098824739456,149
1,10,20,10,20,1
1,10,20,10,20,1,1.905029058456421,1
1,10,20,10,20,1
1,10,20,10,20,1,1.8625285625457764,1
1,10,20,10,20,1,12.021684646606445,2
1,10,20,10,20,1,22.093839645385742,3
2,10,80,11,30,1
2,10,80,11,30,1,31.408482789993286,1
3,20,80,12,40,1
3,20,80,12,40,1,41.38713598251343,1
4,20,20,13,50,1
4,20,20,13,50,1,51.5032913684845,1
4,20,20,13,50,1,171.3881344795227,2
4,20,20,13,50,1,171.87314176559448,3
4,20,20,13,50,1,182.10929584503174,4
4,20,20,13,50,1,192.1499421596527,5
4,20,20,13,50,1,202.1720962524414,6
4,20,20,13,50,1,212.2517511844635,7
4,20,20,13,50,1,222.162903547287,8
4,20,20,13,50,1,233.90408396720886,9
4,20,20,13,50,1,242.36371397972107,10
4,20,20,13,50,1,252.26586627960205,11
4,20,20,13,50,1,262.31702065467834,12
4,20,20,13,50,1,272.7666811943054,13
4,20,20,13,50,1,282.3623285293579,14
4,20,20,13,50,1,292.10547828674316,15
4,20,20,13,50,1,302.42413687705994,16
4,20,20,13,50,1,312.50479197502136,17
4,20,20,13,50,1,322.2299416065216,18
